,No,CVE,ENTIDAD,INSTITUCION,PROGRAMA
1359,1360,592,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN CIENCIAS EN AUTOMATIZACIÓN Y CONTROL
1360,1361,392,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN CIENCIAS EN BIODIVERSIDAD Y CONSERVACIÓN
1361,1362,6360,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN CIENCIAS EN COMPUTACIÓN AVANZADA Y ELECTRÓNICA
1362,1363,4395,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN CIENCIAS EN INGENIERÍA INDUSTRIAL
1363,1364,6688,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN CIENCIAS EN MATEMÁTICAS Y SU DIDÁCTICA
1364,1365,2352,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN CIENCIAS SOCIALES
1365,1366,6168,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN CIENCIAS Y TECNOLOGÍA AGRÍCOLA Y FORESTAL SUSTENTABLE
1366,1367,6693,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN CIENCIAS ZOOTÉCNICAS Y SALUD ANIMAL
1367,1368,6692,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN DERECHO PENAL Y CIENCIAS PENALES
1368,1369,244,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN ESTUDIOS DE POBLACIÓN
1369,1370,5808,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN ESTUDIOS ECONÓMICOS
1370,1371,6359,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN FARMACIA CLÍNICA
1371,1372,7312,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN FÍSICA Y TECNOLOGÍA AVANZADA
1372,1373,6689,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN GESTIÓN AMBIENTAL
1373,1374,2353,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN GOBIERNO Y GESTIÓN LOCAL
1374,1375,6361,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN HISTORIA
1375,1376,4160,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN MATEMÁTICAS
1376,1377,6171,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN NUTRICIÓN CLÍNICA
1377,1378,6221,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN PSICOLOGÍA DE LA SALUD
1378,1379,1778,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN QUÍMICA
1379,1380,4205,HIDALGO,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
HIDALGO",MAESTRÍA EN SALUD PÚBLICA
1380,1381,613,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN CIENCIA DE MATERIALES
1381,1382,1556,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN CIENCIAS AGROPECUARIAS Y RECURSOS NATURALES
1382,1383,1565,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN CIENCIAS AMBIENTALES
1383,1384,5624,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN CIENCIAS DE LA COMPUTACIÓN
1384,1385,4349,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN CIENCIAS DE LA INGENIERÍA
1385,1386,284,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN CIENCIAS DE LA SALUD
1386,1387,624,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN CIENCIAS DEL AGUA
1387,1388,571,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN CIENCIAS ECONÓMICO ADMINISTRATIVAS
1388,1389,627,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN CIENCIAS QUÍMICAS
1389,1390,2238,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN CIENCIAS SOCIALES
1390,1391,5331,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN CIENCIAS Y TECNOLOGÍA FARMACÉUTICAS
1391,1392,7146,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,"DOCTORADO EN CIENCIAS, TECNOLOGÍA BIOMÉDICA Y CONTROL"
1392,1393,2214,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,"DOCTORADO EN CIENCIAS: BIOLOGÍA, FÍSICA Y MATEMÁTICAS"
1393,1394,6781,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN DERECHO PARLAMENTARIO
1394,1395,2201,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN DISEÑO
1395,1396,7396,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN ESTUDIOS DE LA IMAGEN
1396,1397,5921,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN ESTUDIOS PARA EL DESARROLLO HUMANO
1397,1398,5599,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN GEOGRAFÍA Y DESARROLLO GEOTECNOLÓGICO
1398,1399,1552,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN HUMANIDADES
1399,1400,5901,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN PSICOLOGÍA
1400,1401,5621,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN SUSTENTABILIDAD PARA EL DESARROLLO
1401,1402,2196,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,DOCTORADO EN URBANISMO
1402,1403,1663,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,"ESPECIALIDAD EN CARTOGRAFÍA AUTOMATIZADA, TELEDETECCIÓN Y SISTEMAS DE 
INFORMACIÓN GEOGRÁFICA"
1403,1404,6824,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,ESPECIALIDAD EN DERECHO CIVIL
1404,1405,6825,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,ESPECIALIDAD EN DERECHO DE AMPARO
1405,1406,1833,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,ESPECIALIDAD EN FLORICULTURA
1406,1407,2852,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,"ESPECIALIDAD EN GÉNERO, VIOLENCIA Y POLÍTICAS PÚBLICAS"
1407,1408,1100,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,ESPECIALIZACIÓN EN MEDICINA Y CIRUGÍA EN PERROS Y GATOS
1408,1409,245,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,ESPECIALIZACIÓN EN PRODUCCIÓN OVINA
1409,1410,593,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN ADMINISTRACIÓN PÚBLICA Y GOBIERNO
1410,1411,2225,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,"MAESTRÍA EN AGROINDUSTRIA RURAL, DESARROLLO TERRITORIAL Y TURÍSMO 
AGROALIMENTARIO"
1411,1412,951,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN ANÁLISIS ESPACIAL Y GEOINFORMÁTICA
1412,1413,5604,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN ANTROPOLOGÍA Y ESTUDIOS DE LA CULTURA
1413,1414,5577,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN CALIDAD AMBIENTAL
1414,1415,612,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN CIENCIA DE MATERIALES
1415,1416,1553,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN CIENCIAS AGROPECUARIAS Y RECURSOS NATURALES
1416,1417,1564,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN CIENCIAS AMBIENTALES
1417,1418,2213,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,"MAESTRÍA EN CIENCIAS BIOLOGÍA, FÍSICA, MATEMÁTICAS"
1418,1419,1145,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN CIENCIAS DE LA COMPUTACIÓN
1419,1420,2850,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN CIENCIAS DE LA INGENIERÍA
1420,1421,311,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN CIENCIAS DE LA SALUD
1421,1422,1532,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN CIENCIAS DEL AGUA
1422,1423,1580,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN CIENCIAS ODONTOLÓGICAS
1423,1424,623,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN CIENCIAS QUÍMICAS
1424,1425,5328,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN CIENCIAS Y TECNOLOGÍA FARMACÉUTICAS
1425,1426,6649,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN DERECHO PARLAMENTARIO
1426,1427,949,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN DISEÑO
1427,1428,5584,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN ENFERMERÍA
1428,1429,3291,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN ESTUDIOS DE LA CIUDAD
1429,1430,528,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN ESTUDIOS PARA LA PAZ Y EL DESARROLLO
1430,1431,7388,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,"MAESTRÍA EN ESTUDIOS SOCIOTERRITORIALES, GOBIERNO Y TURISMO"
1431,1432,3275,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN ESTUDIOS SUSTENTABLES REGIONALES Y METROPOLITANOS
1432,1433,2203,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN ESTUDIOS TURÍSTICOS
1433,1434,5329,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN FÍSICA MÉDICA
1434,1435,5914,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,"MAESTRÍA EN GÉNERO, SOCIEDAD Y POLÍTICAS PÚBLICAS"
1435,1436,6522,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN GESTIÓN DE LA GASTRONOMÍA TRADICIONAL MEXICANA
1436,1437,6848,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN GESTIÓN Y POLÍTICAS METROPOLITANAS
1437,1438,1551,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN HUMANIDADES
1438,1439,956,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN LINGÜÍSTICA APLICADA
1439,1440,6399,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN MOVILIDAD Y TRANSPORTE
1440,1441,1181,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN PRÁCTICA DOCENTE
1441,1442,6526,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN PSICOLOGÍA Y SALUD
1442,1443,5131,MÉXICO,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,MAESTRÍA EN SOCIOLOGÍA DE LA SALUD
1443,1444,6588,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN ARQUITECTURA Y URBANISMO
1444,1445,358,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN CIENCIAS
1445,1446,2083,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN CIENCIAS AGROPECUARIAS Y DESARROLLO RURAL
1446,1447,6232,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN CIENCIAS COGNITIVAS
1447,1448,2291,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN CIENCIAS NATURALES
1448,1449,2836,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN CIENCIAS SOCIALES
1449,1450,2764,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN DERECHO Y GLOBALIZACIÓN
1450,1451,439,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN EDUCACIÓN
1451,1452,1328,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN FARMACIA
1452,1453,5333,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN HUMANIDADES
1453,1454,6559,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS","DOCTORADO EN IMAGEN, ARTE, CULTURA Y SOCIEDAD"
1454,1455,5716,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN INGENIERÍA AMBIENTAL Y TECNOLOGÍAS SUSTENTABLES
1455,1456,52,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN INGENIERÍA Y CIENCIAS APLICADAS
1456,1457,7430,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN INVESTIGACIÓN INTERDISCIPLINAR EN EDUCACIÓN SUPERIOR
1457,1458,2084,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",DOCTORADO EN PSICOLOGÍA
1458,1459,6230,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",ESPECIALIDAD EN DISEÑO EDITORIAL
1459,1460,5405,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",ESPECIALIDAD EN GESTIÓN INTEGRAL DE RESIDUOS
1460,1461,2095,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN ATENCIÓN A LA DIVERSIDAD Y EDUCACIÓN INCLUSIVA
1461,1462,3002,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN BIOLOGÍA INTEGRATIVA DE LA BIODIVERSIDAD Y LA CONSERVACIÓN
1462,1463,356,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN BIOTECNOLOGÍA
1463,1464,1777,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN CIENCIAS
1464,1465,2082,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN CIENCIAS AGROPECUARIAS Y DESARROLLO RURAL
1465,1466,2518,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN CIENCIAS COGNITIVAS
1466,1467,5576,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN CIENCIAS DE LA NUTRICIÓN
1467,1468,2516,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN CIENCIAS SOCIALES
1468,1469,4411,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN COMERCIALIZACIÓN DE CONOCIMIENTOS INNOVADORES
1469,1470,2478,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN DERECHO
1470,1471,6039,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN ENFERMERIA
1471,1472,2760,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN ESTUDIOS DE ARTE Y LITERATURA
1472,1473,5802,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN ESTUDIOS REGIONALES
1473,1474,3958,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS","MAESTRÍA EN ESTUDIOS TERRITORIALES, PAISAJE Y PATRIMONIO"
1474,1475,1303,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN FARMACIA
1475,1476,4316,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN HUMANIDADES
1476,1477,2848,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS","MAESTRÍA EN IMAGEN, ARTE, CULTURA Y SOCIEDAD"
1477,1478,5107,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN INGENIERÍA AMBIENTAL Y TECNOLOGÍAS SUSTENTABLES
1478,1479,5712,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN INGENIERÍA ELÉCTRICA Y ELECTRÓNICA
1479,1480,43,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN INGENIERÍA Y CIENCIAS APLICADAS
1480,1481,518,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN INVESTIGACIÓN EDUCATIVA
1481,1482,6243,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN INVESTIGACIÓN INTERDISCIPLINAR EN EDUCACIÓN SUPERIOR
1482,1483,5743,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN INVESTIGACIÓN Y DESARROLLO DE PLANTAS MEDICINALES
1483,1484,6476,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN LAS CIENCIAS APLICADAS A LA ACTIVIDAD FÍSICA Y DEPORTE
1484,1485,3001,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN MANEJO DE RECURSOS NATURALES
1485,1486,2509,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN MEDICINA MOLECULAR
1486,1487,5632,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN OPTIMIZACIÓN Y CÓMPUTO APLICADO
1487,1488,4129,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN PRODUCCIÓN ARTÍSTICA
1488,1489,2748,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN PRODUCCIÓN EDITORIAL
1489,1490,2096,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN PSICOLOGÍA
1490,1491,4255,MORELOS,"UNIVERSIDAD AUTONOMA DEL ESTADO DE 
MORELOS",MAESTRÍA EN SUSTENTABILIDAD ENERGÉTICA
1491,1492,4088,QUINTANA ROO,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE 
QUINTANA ROO",DOCTORADO EN DESARROLLO SOSTENIBLE
1492,1493,6413,QUINTANA ROO,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE 
QUINTANA ROO",DOCTORADO EN ECONOMÍA PÚBLICA Y DESARROLLO LOCAL
1493,1494,5035,QUINTANA ROO,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE 
QUINTANA ROO",DOCTORADO EN GEOGRAFÍA
1494,1495,866,QUINTANA ROO,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE 
QUINTANA ROO",MAESTRÍA EN ANTROPOLOGÍA APLICADA
1495,1496,6308,QUINTANA ROO,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE 
QUINTANA ROO",MAESTRÍA EN CIENCIAS MARINAS Y COSTERAS
1496,1497,1699,QUINTANA ROO,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE 
QUINTANA ROO",MAESTRÍA EN CIENCIAS SOCIALES APLICADAS A LOS ESTUDIOS REGIONALES
1497,1498,1969,QUINTANA ROO,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE 
QUINTANA ROO",MAESTRÍA EN ECONOMÍA DEL SECTOR PÚBLICO
1498,1499,7208,SINALOA,UNIVERSIDAD AUTONOMA INDÍGENA DE MÉXICO,MAESTRÍA EN ESTUDIOS SOCIALES
1499,1500,1883,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTOR EN CIENCIAS INGENIERÍA QUÍMICA
1500,1501,1482,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN BIOLOGÍA EXPERIMENTAL
1501,1502,1466,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN BIOTECNOLOGÍA
1502,1503,5295,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS  Y ARTES PARA EL DISEÑO
1503,1504,3786,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS AGROPECUARIAS
1504,1505,1031,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS ANTROPOLÓGICAS
1505,1506,1480,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS BIOLÓGICAS Y DE LA SALUD
1506,1507,1379,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS E INGENIERÍA
1507,1508,1766,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS ECONÓMICAS
1508,1509,1405,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS EN SALUD COLECTIVA
1509,1510,6538,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS FARMACÉUTICAS
1510,1511,6457,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS FÍSICA
1511,1512,1956,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS MATEMÁTICAS
1512,1513,3761,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS NATURALES E INGENIERÍA
1513,1514,1825,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS QUÍMICA
1514,1515,1375,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS SOCIALES
1515,1516,2898,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS SOCIALES Y HUMANIDADES
1516,1517,2860,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN CIENCIAS Y TECNOLOGÍAS DE LA INFORMACIÓN
1517,1518,6226,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN DISEÑO BIOCLIMÁTICO
1518,1519,6948,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,"DOCTORADO EN DISEÑO PARA LA REHABILITACIÓN, RECUPERACIÓN Y CONSERVACIÓN DEL 
PATRIMONIO CONSTRUIDO"
1519,1520,6210,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN DISEÑO Y DESARROLLO DE PRODUCTOS
1520,1521,774,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN DISEÑO Y ESTUDIOS URBANOS
1521,1522,5541,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN DISEÑO Y VISUALIZACIÓN DE LA INFORMACIÓN
1522,1523,5383,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN ENERGÍA Y MEDIO AMBIENTE
1523,1524,5816,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN ESTUDIOS FEMINISTAS
1524,1525,1652,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN ESTUDIOS ORGANIZACIONALES
1525,1526,1378,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN ESTUDIOS SOCIALES
1526,1527,79,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN HUMANIDADES
1527,1528,5966,CIUDAD DE MÉXICO,UNIVERSIDAD AUTONOMA METROPOLITANA,DOCTORADO EN HUMANIDADES
